TABLE_NAME;NOTE;ACTIVE;DATA_TYPE;REFRESH_PERIOD;DELETE_PERIOD;FROM_CLAUSE;WHERE_CLAUSE;DATA_LEVEL;PARENT_LEVEL;PARENT2_LEVEL;VENDOR_ID;PARTITION_ID;DATE_FIELD;NE_FIELD;LOAD_TYPE;DATE_AGGREGATE_TYPES;RAW_TABLE_COUNT
CELLSTS;NULL;1;HOURLY;5;30;"HIZIR2.SR_PACKET_ASSIGN_CAPA C1,
HIZIR2.SR_KPI_PER_CELL B,
HIZIR2.SR_UPLNK_EGPRS_RLC_DT_CAPA C,
HIZIR2.SR_DWLNK_GPRS_RLC_DT_CAPA D,
HIZIR2.SR_PACKET_ACC_CAPA E,
HIZIR2.SR_UPLNK_GPRS_RLC_DT_CAPA F,
HIZIR2.SR_OUT_EXTCELL_HOVER_PER_CELL G,
HIZIR2.SR_OUT_INTCELL_HOVER_PER_CELL H,
HIZIR2.SR_DWLNK_EGPRS_RLC_DT_CAPA J,
HIZIR2.SR_CALL_DROP_PER_CELL K,
HIZIR2.SR_IMMEDIATE_ASSIGN_PER_CELL L,
HIZIR2.SR_IN_EX_INTCEL_HOVER_PER_CELL M,
HIZIR2.SR_ASSIGN_PER_CELL N,
HIZIR2.SR_INTRACELL_HOVER_PER_CELL O,
HIZIR2.SR_CHANEL_CONF_PER_CELL P,
HIZIR2.SR_IN_IN_INTCEL_HOVER_PER_CELL R,
HIZIR2.SR_MAX_BUSY_CHANNEL_PER_CELL S, 
HIZIR2.SR_FLOW_CONTROL_PER_CELL T, 
HIZIR2.SR_CELL_RADIO_CHANNEL_CAPA U,
HIZIR2.SR_ABIS_INTERFACE_PAGING V,
HIZIR2.SR_CHANNEL_ASSIGN_QUEUE W,
HIZIR2.SR_CELL_PAGING_CAPA Y,
HIZIR2.SR_TRAU_LINK Z,
HIZIR2.SR_CELL_STATE_PER_CELL A1,
HIZIR2.SR_IN_INTRATHAND_MEAS_PER_CELL A2,
HIZIR2.SR_LOCAL_SWITCH_PER_CELL A3,
HIZIR2.SR_TCH_CALL_FAIL_PER_CELL A4,
HIZIR2.SR_VAMOS_CALL_MEAS_PER_CELL A5,
HIZIR2.SR_MR_VAMOS_CHN_MULTI_PER_CELL A6,
HIZIR2.SR_TRX_MEAS_PER_CELL A7,
HIZIR2.SR_CHANNEL_STATE_MEAS_PER_CELL A8,
HIZIR2.SR_MS_LOCATION_SERV_PER_CELL A9,
HIZIR2.SR_SPEECH_DISCON_MEAS_PER_CELL A10 LEFT OUTER JOIN
HIZIR2.SR_UPLNK_LLC_DT_CAPA A11 ON (A10.NETWORK_ID=A11.NETWORK_ID AND A10.DATA_DATE=A11.DATA_DATE) LEFT OUTER JOIN
HIZIR2.SR_DWLNK_LLC_DT_CAPA A12 ON (A11.NETWORK_ID=A12.NETWORK_ID AND A11.DATA_DATE=A12.DATA_DATE),
HIZIR2.SR_PDCH_RESOURCE_CAPA A13,
HIZIR2.SR_AMR_SERV_MEAS A14,
HIZIR2.SR_OUT_INTE_RAT_CELL_HAND_MEAS A15 LEFT OUTER JOIN 
HIZIR2.SR_CALL_DURATION_PER_CELL A16 ON (A15.NETWORK_ID=A16.NETWORK_ID AND A15.DATA_DATE=A16.DATA_DATE),
NORTHI_DATA.OMC_BSC_BTS_CELL_LIST X";"C1.DATA_DATE=XDATA_DATE AND 
C1.NETWORK_ID=B.NETWORK_ID AND C1.DATA_DATE=B.DATA_DATE AND 
C1.NETWORK_ID=C.NETWORK_ID AND C1.DATA_DATE=C.DATA_DATE AND C1.NETWORK_ID=D.NETWORK_ID AND C1.DATA_DATE=D.DATA_DATE AND C1.NETWORK_ID=E.NETWORK_ID AND C1.DATA_DATE=E.DATA_DATE AND C1.NETWORK_ID=F.NETWORK_ID AND C1.DATA_DATE=F.DATA_DATE AND C1.NETWORK_ID=G.NETWORK_ID AND C1.DATA_DATE=G.DATA_DATE AND C1.NETWORK_ID=H.NETWORK_ID AND C1.DATA_DATE=H.DATA_DATE AND C1.NETWORK_ID=J.NETWORK_ID AND C1.DATA_DATE=J.DATA_DATE AND C1.NETWORK_ID=K.NETWORK_ID AND C1.DATA_DATE=K.DATA_DATE AND C1.NETWORK_ID=L.NETWORK_ID AND C1.DATA_DATE=L.DATA_DATE AND C1.NETWORK_ID=M.NETWORK_ID AND C1.DATA_DATE=M.DATA_DATE AND C1.NETWORK_ID=N.NETWORK_ID AND C1.DATA_DATE=N.DATA_DATE AND C1.NETWORK_ID=O.NETWORK_ID AND C1.DATA_DATE=O.DATA_DATE AND C1.NETWORK_ID=P.NETWORK_ID AND C1.DATA_DATE=P.DATA_DATE AND C1.NETWORK_ID=R.NETWORK_ID AND C1.DATA_DATE=R.DATA_DATE  AND C1.NETWORK_ID=S.NETWORK_ID AND C1.DATA_DATE=S.DATA_DATE AND C1.NETWORK_ID=T.NETWORK_ID AND C1.DATA_DATE=T.DATA_DATE  AND C1.NETWORK_ID=U.NETWORK_ID AND C1.DATA_DATE=U.DATA_DATE AND C1.NETWORK_ID=V.NETWORK_ID AND C1.DATA_DATE=V.DATA_DATE AND C1.NETWORK_ID=W.NETWORK_ID AND C1.DATA_DATE=W.DATA_DATE AND C1.NETWORK_ID=Y.NETWORK_ID AND C1.DATA_DATE=Y.DATA_DATE  AND C1.NETWORK_ID=Z.NETWORK_ID AND C1.DATA_DATE=Z.DATA_DATE AND C1.NETWORK_ID=A1.NETWORK_ID AND C1.DATA_DATE=A1.DATA_DATE AND C1.NETWORK_ID=A2.NETWORK_ID AND C1.DATA_DATE=A2.DATA_DATE AND C1.NETWORK_ID=A3.NETWORK_ID AND C1.DATA_DATE=A3.DATA_DATE AND C1.NETWORK_ID=A4.NETWORK_ID AND C1.DATA_DATE=A4.DATA_DATE AND C1.NETWORK_ID=A5.NETWORK_ID AND C1.DATA_DATE=A5.DATA_DATE AND C1.NETWORK_ID=A6.NETWORK_ID AND C1.DATA_DATE=A6.DATA_DATE AND C1.NETWORK_ID=A7.NETWORK_ID AND C1.DATA_DATE=A7.DATA_DATE AND C1.NETWORK_ID=A8.NETWORK_ID AND C1.DATA_DATE=A8.DATA_DATE AND C1.NETWORK_ID=A9.NETWORK_ID AND C1.DATA_DATE=A9.DATA_DATE AND 
C1.NETWORK_ID=A10.NETWORK_ID AND C1.DATA_DATE=A10.DATA_DATE AND C1.NETWORK_ID=A13.NETWORK_ID AND C1.DATA_DATE=A13.DATA_DATE AND C1.NETWORK_ID=A14.NETWORK_ID AND C1.DATA_DATE=A14.DATA_DATE AND C1.NETWORK_ID=A15.NETWORK_ID AND C1.DATA_DATE=A15.DATA_DATE AND 
C1.NETWORK_ID=X.CELL_ID";CELL;BTS;BSC;5;30;FRAGMENT_DATE;NETWORK_ID;1;'DA','5WA','7WA','5MA','7MA';38
DPROC;NULL;1;HOURLY;5;30;HIZIR2.DPROC_STATISTICS DPROC,NORTHI_DATA.BSC_PCU_DPROC_LIST X;DPROC.NETWORK_ID=X.DPROC_ID AND DPROC.FRAGMENT_DATE=XDATA_DATE;DPROC;PCU;BSC;1;117;FRAGMENT_DATE;NETWORK_ID;1;'DA','5WA','7WA','5MA','7MA';1
FEGESTS;NULL;1;HOURLY;60;60;HIZIR2.SR_FEGE_ETHERNET_PORT_MEAS A, NORTHI_DATA.LIST_BSC_FEGE_VF X;BSCID=X.BSC_ID AND SUBSTR(NETWORK_ID,INSTR(NETWORK_ID,'=')+1,INSTR(NETWORK_ID,',')-INSTR(NETWORK_ID,'=')-1)=PN AND SUBSTR(NETWORK_ID,INSTR(NETWORK_ID,'=',1,2)+1,INSTR(NETWORK_ID,',',1,2)-INSTR(NETWORK_ID,'=',1,2)-1)=SN AND SUBSTR(NETWORK_ID, INSTR(NETWORK_ID,'=',1,3)+1)=SRN AND A.DATA_DATE=XDATA_DATE;SSN;BSC;NULL;5;43;FRAGMENT_DATE;NETWORK_ID;1;'DA','5WA','7WA','5MA','7MA';1
GBL;NULL;1;HOURLY;5;30;HIZIR2.GBL_STATISTICS GBL, NORTHI_DATA.BSC_PCU_GBL_LIST B;GBL.FRAGMENT_DATE=XDATA_DATE AND GBL.NETWORK_ID=B.GBL_ID;GBL;PCU;BSC;1;93;FRAGMENT_DATE;NETWORK_ID;1;'DA','5WA','7WA','5MA','7MA';1
GSL;NULL;1;HOURLY;5;30;HIZIR2.GSL_STATISTICS GSL,NORTHI_DATA.BSC_PCU_GSL_LIST B;GSL.FRAGMENT_DATE =XDATA_DATE AND GSL.NETWORK_ID=B.GSL_ID;GSL;PCU;BSC;1;94;FRAGMENT_DATE;NETWORK_ID;1;'DA','5WA','7WA','5MA','7MA';1
LAPD;NULL;1;HOURLY;5;30;HIZIR2.RSL_STATISTICS RSL, NORTHI_DATA.LAPD_BTS_BSC_LIST B;RSL.FRAGMENT_DATE=XDATA_DATE AND RSL.NETWORK_ID=LAPD_ID;RSL;BTS;BSC;1;95;FRAGMENT_DATE;NETWORK_ID;1;'DA','5WA','7WA','5MA','7MA';1
S7LINK;NULL;1;HOURLY;5;30;HIZIR2.MTL_STATISTICS MTL,NORTHI_DATA.S7LINK_BTS_BSC_LIST B;MTL.FRAGMENT_DATE =XDATA_DATE AND MTL.NETWORK_ID=B.LINK_ID;MTL;BTS;BSC;1;96;FRAGMENT_DATE;NETWORK_ID;1;'DA','5WA','7WA','5MA','7MA';1
DPU_STATISTICS;NULL;1;HALFLY;30;60;HIZIR2.M2_DPU A , NORTHI_DATA.LIST_RNC_DPU_VF X;A.RNCID=X.RNC_ID AND RNCID||SUBSTR(NETWORK_ID,INSTR(NETWORK_ID,'=')+1,1)|| SUBSTR (NETWORK_ID,INSTR (NETWORK_ID, '=',1,2) +1,INSTR (NETWORK_ID, ',',1,2) - INSTR (NETWORK_ID, '=',1,2)-1 )|| SUBSTR(NETWORK_ID,INSTR(NETWORK_ID,'=',1,4)+1,1)=X.DPU_ID;DPU;RNC;NULL;4;38;FRAGMENT_DATE;NETWORK_ID;2;'DA','5WA','7WA','5MA','7MA';1
IPLYR_STATISTICS;NULL;1;HALFLY;30;60;HIZIR2.M2_IPLAYER A;NULL;IPLAYER;RNC;NULL;4;39;FRAGMENT_DATE;NETWORK_ID;2;'DA','5WA','7WA','5MA','7MA';1
SPU_STATISTICS;NULL;1;HALFLY;30;60;(SELECT NETWORK_ID,RNCID,DATA_DATE,C73415212,C73390062,C73415210,C73415211 FROM HIZIR2.M2_XPU_MEAS WHERE DATA_DATE BETWEEN TRUNC(XDATA_DATE,'HH24') AND TRUNC(XDATA_DATE,'HH24')+0.5/24) A, NORTHI_DATA.LIST_RNC_SPU_VF X;A.RNCID=X.RNC_ID AND RNCID||SUBSTR(NETWORK_ID,INSTR(NETWORK_ID,'=')+1,1)|| SUBSTR (NETWORK_ID,INSTR (NETWORK_ID, '=',1,2) +1,INSTR (NETWORK_ID, ',',1,2) - INSTR (NETWORK_ID, '=',1,2)-1 )|| SUBSTR(NETWORK_ID,INSTR(NETWORK_ID,'=',1,4)+1,1)=X.SPU_ID;RNC;RNC;NULL;4;36;FRAGMENT_DATE;NETWORK_ID;2;'DA','5WA','7WA','5MA','7MA';1
AAL2_STATISTICS;NULL;1;HALFLY;30;60;HIZIR2.M2_AAL2PATH A, NORTHI_DATA.LIST_RNC X;SUBSTR(A.NETWORK_ID,1,7)=X.NE_NAME;ANI;NULL;NULL;4;37;FRAGMENT_DATE;NETWORK_ID;2;'DA','5WA','7WA','5MA','7MA';1
SGSGSN;NULL;1;15Mins;60;15;"NORTHI_PARSER.SGSN_MOBIL_MAN_NO_OWNER_G_IND A,
NORTHI_PARSER.SGSN_MOBIL_MAN_MM_G_IND B,
NORTHI_PARSER.SGSN_SNDCP_NO_OWNER_IND C,
NORTHI_PARSER.SGSN_MOBIL_MAN_IRATHO_U_IND D,
NORTHI_PARSER.SGSN_MOBIL_MAN_IRATHO_G_IND E LEFT OUTER JOIN
(
        SELECT SGSN_NAME, DATA_DATE,
        SUM(C00003) C00003,
        SUM(C00008) C00008,
        SUM(C00009) C00009,
        SUM(C00016) C00016,
        SUM(C00018) C00018,
        SUM(C00019) C00019
        FROM NORTHI_PARSER.SGSN_MOBIL_MAN_MM_G F 
        WHERE DATA_DATE BETWEEN XDATA_DATE AND XDATA_DATE+0.8/24
        GROUP BY SGSN_NAME,DATA_DATE
        ORDER BY 1,2
) F ON (E.SGSN_NAME=F.SGSN_NAME AND E.DATA_DATE=F.DATA_DATE) LEFT OUTER JOIN
(
        SELECT SGSN_NAME, DATA_DATE,
        SUM(C00001) C00001,
        SUM(C00004) C00004,
        SUM(C00005) C00005,
        SUM(C00012) C00012,
        SUM(C00014) C00014,
        SUM(C00015) C00015
        FROM NORTHI_PARSER.SGSN_MOBIL_MAN_MM_U G 
        WHERE DATA_DATE BETWEEN XDATA_DATE AND XDATA_DATE+0.8/24
        GROUP BY SGSN_NAME,DATA_DATE
        ORDER BY 1,2
) G ON (E.SGSN_NAME=G.SGSN_NAME AND E.DATA_DATE=G.DATA_DATE),
NORTHI_PARSER.SGSN_MOBIL_MAN_NO_OWNER_U_IND H,
NORTHI_PARSER.SGSN_MOBIL_MAN_MM_U_IND I,
NORTHI_PARSER.SGSN_MOBIL_MAN_MM_E_IND J,
NORTHI_PARSER.SGSN_SES_MAN_SM_G_IND K,
NORTHI_PARSER.SGSN_SES_MAN_SM_U_IND L,
NORTHI_PARSER.SGSN_MOBIL_MAN_IRATHO_E_IND M,
NORTHI_PARSER.SGSN_ISP_SM_G_IND N,
NORTHI_PARSER.SGSN_ISP_SM_U_IND O LEFT OUTER JOIN
(
        SELECT SGSN_NAME, DATA_DATE,
        SUM(C00001) C00001,
        SUM(C00002) C00002
        FROM NORTHI_PARSER.SGSN_SES_MAN_SM_G P 
        WHERE DATA_DATE BETWEEN XDATA_DATE AND XDATA_DATE+0.8/24
        GROUP BY SGSN_NAME,DATA_DATE
        ORDER BY 1,2
) P ON (O.SGSN_NAME=P.SGSN_NAME AND O.DATA_DATE=P.DATA_DATE),
NORTHI_PARSER.SGSN_SES_MAN_SM_E_IND R ,
NORTHI_DATA.LIST_SGSNE X";"A.SGSN_NAME=B.SGSN_NAME AND A.DATA_DATE=B.DATA_DATE AND
A.SGSN_NAME=C.SGSN_NAME AND A.DATA_DATE=C.DATA_DATE AND
A.SGSN_NAME=D.SGSN_NAME AND A.DATA_DATE=D.DATA_DATE AND
A.SGSN_NAME=E.SGSN_NAME AND A.DATA_DATE=E.DATA_DATE AND
A.SGSN_NAME=H.SGSN_NAME AND A.DATA_DATE=H.DATA_DATE AND
A.SGSN_NAME=I.SGSN_NAME AND A.DATA_DATE=I.DATA_DATE AND
A.SGSN_NAME=J.SGSN_NAME AND A.DATA_DATE=J.DATA_DATE AND
A.SGSN_NAME=K.SGSN_NAME AND A.DATA_DATE=K.DATA_DATE AND
A.SGSN_NAME=L.SGSN_NAME AND A.DATA_DATE=L.DATA_DATE AND
A.SGSN_NAME=M.SGSN_NAME AND A.DATA_DATE=M.DATA_DATE AND
A.SGSN_NAME=N.SGSN_NAME AND A.DATA_DATE=N.DATA_DATE AND
A.SGSN_NAME=O.SGSN_NAME AND A.DATA_DATE=O.DATA_DATE AND
A.SGSN_NAME=R.SGSN_NAME AND A.DATA_DATE=R.DATA_DATE AND
A.SGSN_NAME=X.SGSN_NAME";NULL;NULL;NULL;16;66;FRAGMENT_DATE;NETWORK_ID;2;'DA','5WA','7WA','5MA','7MA';17
CGP_BRD;NULL;1;HOURLY;60;60;NORTHI_PARSER.IMS_CPU_LOAD_MEAS A,NORTHI_PARSER.IMS_DISK_USAGE_MEAS B,NORTHI_PARSER.IMS_PERF_MEAS_OF_BOARD_MEMORY C,NORTHI_DATA.LIST_CGP_BRD X;"SUBSTR(A.OBJECT_NAME,1,INSTR(A.OBJECT_NAME,'/',1)-1)= CGP_NAME AND SUBSTR(A.OBJECT_NAME,INSTR(A.OBJECT_NAME,'/',1,1)+1)=BRD_NAME AND 
A.OBJECT_NAME=B.OBJECT_NAME AND A.DATA_DATE=B.DATA_dATE AND 
A.OBJECT_NAME=C.OBJECT_NAME AND A.DATA_DATE=C.DATA_DATE AND
A.DATA_DATE=XDATA_DATE";BRD;CGP;NULL;34;84;FRAGMENT_DATE;NETWORK_ID;1;'DA','5WA','7WA','5MA','7MA';3
CGP_IP;NULL;1;HOURLY;60;60;NORTHI_PARSER.IMS_IP_TRAFFIC_MEAS A, NORTHI_DATA.LIST_CGP_IP X;SUBSTR(A.OBJECT_NAME,1,INSTR(A.OBJECT_NAME,'/',1)-1)= CGP_NAME AND SUBSTR(A.OBJECT_NAME,INSTR(A.OBJECT_NAME,'/',1)+1)=IP_NAME AND DATA_DATE=XDATA_DATE;IP;CGP;NULL;34;85;FRAGMENT_DATE;NETWORK_ID;1;'DA','5WA','7WA','5MA','7MA';1
CGP_PORT;NULL;1;HOURLY;60;60;NORTHI_PARSER.IMS_TRAFFIC_MEAS_OF_ETHER_PORT A, NORTHI_DATA.LIST_CGP_PORT X;SUBSTR(A.OBJECT_NAME,1,INSTR(A.OBJECT_NAME,'/',1)-1)=CGP_NAME AND SUBSTR(A.OBJECT_NAME,INSTR(A.OBJECT_NAME,'/',1,1)+1)=PORT_NAME AND DATA_DATE=XDATA_DATE;PORT;CGP;NULL;34;86;FRAGMENT_DATE;NETWORK_ID;1;'DA','5WA','7WA','5MA','7MA';1
CSCF_ICSCF;NULL;1;HOURLY;60;60;NORTHI_PARSER.IMS_ICSCF_DNS_MESSAGE_MEAS A, NORTHI_DATA.LIST_CSCF_ICSCF X;SUBSTR(A.OBJECT_NAME,1,INSTR(A.OBJECT_NAME,'/',1)-1)=CSCF_NAME AND SUBSTR(A.OBJECT_NAME,INSTR(A.OBJECT_NAME,'/',1)+1)=ICSCF_NAME AND DATA_DATE=XDATA_DATE;ICSCF;CGP;NULL;34;87;FRAGMENT_DATE;NETWORK_ID;1;'DA','5WA','7WA','5MA','7MA';1
CSCF_BOARD;NULL;1;HOURLY;60;60;NORTHI_PARSER.IMS_ICSCF_BOARD_RESOURCE_MEAS A, NORTHI_DATA.LIST_CSCF_BOARD X;SUBSTR(A.OBJECT_NAME,1,INSTR(A.OBJECT_NAME,'/',1)-1)=CSCF_NAME AND SUBSTR(A.OBJECT_NAME,INSTR(A.OBJECT_NAME,'/',1)+1)=BOARD_NAME AND DATA_DATE=XDATA_DATE;BOARD;CGP;NULL;34;88;FRAGMENT_DATE;NETWORK_ID;1;'DA','5WA','7WA','5MA','7MA';1
CSCF_SCSCF;NULL;1;HOURLY;60;60;"NORTHI_PARSER.IMS_SCSCF_SES_RLT_MEAS A,
NORTHI_PARSER.IMS_SCSCF_SES_UNRLT_MEAS B 
LEFT OUTER JOIN NORTHI_PARSER.IMS_SCSCF_IN_SES_MEAS C  ON (B.OBJECT_NAME=C.OBJECT_NAME AND B.DATA_DATE=C.DATA_DATE)
LEFT OUTER JOIN NORTHI_PARSER.IMS_SCSCF_OUT_SES_MEAS D ON (D.OBJECT_NAME=C.OBJECT_NAME AND D.DATA_DATE=C.DATA_DATE),
NORTHI_DATA.LIST_CSCF X
";"A.OBJECT_NAME=CSCF_NAME AND A.DATA_DATE=XDATA_DATE AND
A.OBJECT_NAME=B.OBJECT_NAME AND A.DATA_DATE=B.DATA_DATE";CSCF;NULL;NULL;34;89;FRAGMENT_DATE;NETWORK_ID;1;'DA','5WA','7WA','5MA','7MA';4
NAP_ITEMTYPES;NULL;1;15Mins;5;30;"NORTHI_PARSER.NAP_ITEMTYPES A,
NORTHI_DATA.LIST_NAP_ITEMTYPES X";"DECODE(SUBSTR(A.OBJECT_NAME,INSTR(A.OBJECT_NAME,'-',1,3)+1,(INSTR(A.OBJECT_NAME,'/',1,3)-10) -INSTR(A.OBJECT_NAME,'-',1,3)+1),'bsfpskn',390000000,'bsfesyn',390000001,'bsftstn',390000002)=AAAOAM_ID
AND 
SUBSTR(OBJECT_NAME,INSTR(OBJECT_NAME,'/',1,1)+1) = ITEMTYPES_NAME";ITEMTYPES;NULL;NULL;39;131;FRAGMENT_DATE;NETWORK_ID;2;'DA','5WA','7WA','5MA','7MA';1
CALL_CENTER_NPS;NULL;1;Hourly;1;60;NORTHI_DATA.CALL_CENTER_NPS_HOURLY A, NORTHI_DATA.LIST_CALL_CENTER_NPS X;A.CALL_CENTER_AGENT_GROUP = X.CALL_CENTER_NPS_NAME AND A.SMS1_REPLY_DATE BETWEEN TRUNC(XDATA_DATE-1) AND XDATA_DATE;CALL_CENTER_AGENT_GROUP;NULL;NULL;40;176;FRAGMENT_DATE;NETWORK_ID;3;'DA','5WA','7WA','5MA','7MA';NULL
HSS_ACT;NULL;1;15Mins;5;30;NORTHI_PARSER.NSNCSDB_ACTPADAPTER A, NORTHI_DATA.LIST_HSS_ACTPADAPTER X;"CASE WHEN OBJECT_NAME LIKE '%VDF_DU_%' THEN 
         DECODE(SUBSTR(A.OBJECT_NAME,INSTR(A.OBJECT_NAME,'_',1,2)+1,(INSTR(A.OBJECT_NAME,'/',1,2)-1) -INSTR(A.OBJECT_NAME,'_',1,2)-2),'cspskn','3000100000','csgzmn','3000100001','csesyn','3000100002')
    ELSE DECODE(SUBSTR(A.OBJECT_NAME,INSTR(A.OBJECT_NAME,'-',1,2)+1,(INSTR(A.OBJECT_NAME,'/',1,2)-4) -INSTR(A.OBJECT_NAME,'-',1,2)+1),'cspskn','3000100000','csgzmn','3000100001','csesyn','3000100002') END=HSSFE_ID AND SUBSTR(OBJECT_NAME,INSTR(OBJECT_NAME,'/',1,1)+1)=ACTP_NAME";ACTP_NAME;HSSFE;NULL;30;6;FRAGMENT_DATE;NETWORK_ID;2;'DA','5WA','7WA','5MA','7MA';1
HSS_ARQ;NULL;1;15Mins;5;30;NORTHI_PARSER.NSNCSDB_ARQ A, NORTHI_DATA.LIST_HSS_ARQ X;"CASE WHEN OBJECT_NAME LIKE '%VDF_DU_%' THEN 
         DECODE(SUBSTR(A.OBJECT_NAME,INSTR(A.OBJECT_NAME,'_',1,2)+1,(INSTR(A.OBJECT_NAME,'/',1,2)-1) -INSTR(A.OBJECT_NAME,'_',1,2)-2),'cspskn','3000100000','csgzmn','3000100001','csesyn','3000100002')
    ELSE DECODE(SUBSTR(A.OBJECT_NAME,INSTR(A.OBJECT_NAME,'-',1,2)+1,(INSTR(A.OBJECT_NAME,'/',1,2)-4) -INSTR(A.OBJECT_NAME,'-',1,2)+1),'cspskn','3000100000','csgzmn','3000100001','csesyn','3000100002') END=HSSFE_ID AND SUBSTR(OBJECT_NAME,INSTR(OBJECT_NAME,'/',1,1)+1)=ARQ_NAME ";ARQ_NAME;HSSFE;NULL;30;8;FRAGMENT_DATE;NETWORK_ID;2;'DA','5WA','7WA','5MA','7MA';1
HSS_CX;NULL;1;15Mins;5;30;NORTHI_PARSER.NSNCSDB_CX A, NORTHI_DATA.LIST_HSS_CX X;"CASE WHEN OBJECT_NAME LIKE '%VDF_DU_%' THEN 
         DECODE(SUBSTR(A.OBJECT_NAME,INSTR(A.OBJECT_NAME,'_',1,2)+1,(INSTR(A.OBJECT_NAME,'/',1,2)-1) -INSTR(A.OBJECT_NAME,'_',1,2)-2),'cspskn','3000100000','csgzmn','3000100001','csesyn','3000100002')
    ELSE DECODE(SUBSTR(A.OBJECT_NAME,INSTR(A.OBJECT_NAME,'-',1,2)+1,(INSTR(A.OBJECT_NAME,'/',1,2)-4) -INSTR(A.OBJECT_NAME,'-',1,2)+1),'cspskn','3000100000','csgzmn','3000100001','csesyn','3000100002') END=HSSFE_ID AND SUBSTR(OBJECT_NAME,INSTR(OBJECT_NAME,'/',1,1)+1)=CX_NAME ";CX_NAME;HSSFE;NULL;30;10;FRAGMENT_DATE;NETWORK_ID;2;'DA','5WA','7WA','5MA','7MA';1
HSS_DIA;NULL;1;15Mins;5;30;NORTHI_PARSER.NSNCSDB_DIA A, NORTHI_DATA.LIST_HSS_DIA X;"CASE WHEN OBJECT_NAME LIKE '%VDF_DU_%' THEN 
         DECODE(SUBSTR(A.OBJECT_NAME,INSTR(A.OBJECT_NAME,'_',1,2)+1,(INSTR(A.OBJECT_NAME,'/',1,2)-1) -INSTR(A.OBJECT_NAME,'_',1,2)-2),'cspskn','3000100000','csgzmn','3000100001','csesyn','3000100002')
    ELSE DECODE(SUBSTR(A.OBJECT_NAME,INSTR(A.OBJECT_NAME,'-',1,2)+1,(INSTR(A.OBJECT_NAME,'/',1,2)-4) -INSTR(A.OBJECT_NAME,'-',1,2)+1),'cspskn','3000100000','csgzmn','3000100001','csesyn','3000100002') END=HSSFE_ID AND  SUBSTR(A.OBJECT_NAME,INSTR(A.OBJECT_NAME,'/',1,1)+1)=DIA_NAME";DIA_NAME;HSSFE;NULL;30;11;FRAGMENT_DATE;NETWORK_ID;2;'DA','5WA','7WA','5MA','7MA';1
HSS_DIAMETER;NULL;1;15Mins;5;30;NORTHI_PARSER.NSNCSDB_DIAMETERDISP A, NORTHI_DATA.LIST_HSS_DIAMETER X;"CASE WHEN OBJECT_NAME LIKE '%VDF_DU_%' THEN 
         DECODE(SUBSTR(A.OBJECT_NAME,INSTR(A.OBJECT_NAME,'_',1,2)+1,(INSTR(A.OBJECT_NAME,'/',1,2)-1) -INSTR(A.OBJECT_NAME,'_',1,2)-2),'cspskn','3000100000','csgzmn','3000100001','csesyn','3000100002')
    ELSE DECODE(SUBSTR(A.OBJECT_NAME,INSTR(A.OBJECT_NAME,'-',1,2)+1,(INSTR(A.OBJECT_NAME,'/',1,2)-4) -INSTR(A.OBJECT_NAME,'-',1,2)+1),'cspskn','3000100000','csgzmn','3000100001','csesyn','3000100002') END=HSSFE_ID AND SUBSTR(OBJECT_NAME,INSTR(OBJECT_NAME,'/',1,1)+1)=DIAMETER_NAME ";DIAMETER_NAME;HSSFE;NULL;30;12;FRAGMENT_DATE;NETWORK_ID;2;'DA','5WA','7WA','5MA','7MA';1
HSS_DNSPH;NULL;1;15Mins;5;30;NORTHI_PARSER.NSNCSDB_DNSPH A, NORTHI_DATA.LIST_HSS_DNSPH X;"CASE WHEN OBJECT_NAME LIKE '%VDF_DU_%' THEN 
         DECODE(SUBSTR(A.OBJECT_NAME,INSTR(A.OBJECT_NAME,'_',1,2)+1,(INSTR(A.OBJECT_NAME,'/',1,2)-1) -INSTR(A.OBJECT_NAME,'_',1,2)-2),'cspskn','3000100000','csgzmn','3000100001','csesyn','3000100002')
    ELSE DECODE(SUBSTR(A.OBJECT_NAME,INSTR(A.OBJECT_NAME,'-',1,2)+1,(INSTR(A.OBJECT_NAME,'/',1,2)-4) -INSTR(A.OBJECT_NAME,'-',1,2)+1),'cspskn','3000100000','csgzmn','3000100001','csesyn','3000100002') END=HSSFE_ID AND SUBSTR(OBJECT_NAME,INSTR(OBJECT_NAME,'/',1,1)+1)=DNSPH_NAME ";DNSPH_NAME;HSSFE;NULL;30;13;FRAGMENT_DATE;NETWORK_ID;2;'DA','5WA','7WA','5MA','7MA';1
